,objectid,listed_tax,map_taxon,scientific,vernacular,threatened,migratory,marine,cetacean,presence_r,presence_c,extract_da,taxon_grou,taxon_fami,taxon_orde,taxon_clas,taxon_phyl,taxon_king,other_ids,cell_size,regions,attributio,sprat_prof,shape_leng,shape_area,species
828,828,20767,20767,Acacia araneosa,"Spidery Wattle, Balcanoona Wattle",Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,SA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20767,0.459999973,0.010399999,Acacia araneosa
30,30,64822,64822,Acacia aristulata,Watheroo Wattle,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,67430,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64822,0.57999997,0.008199999,Acacia aristulata
3443,3443,64822,64822,Acacia aristulata,Watheroo Wattle,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,67430,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64822,2.179999904,0.038599995,Acacia aristulata
3155,3155,64823,64823,Acacia ataxiphylla subsp. magna,Large-fruited Tammin Wattle,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,67431,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64823,9.339999328,0.201199972,Acacia ataxiphylla magna
3156,3156,64823,64823,Acacia ataxiphylla subsp. magna,Large-fruited Tammin Wattle,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,67431,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64823,31.93999774,0.836699885,Acacia ataxiphylla magna
2,2,10690,10690,Acacia attenuata,NA,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,49989,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10690,12.25999948,0.289899974,Acacia attenuata
3,3,10690,10690,Acacia attenuata,NA,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,49989,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10690,20.19999913,0.44089996,Acacia attenuata
2796,2796,64824,64824,Acacia auratiflora,Orange-flowered Wattle,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64824,1.779999856,0.028499996,Acacia auratiflora
2797,2797,64824,64824,Acacia auratiflora,Orange-flowered Wattle,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64824,7.379999386,0.143299979,Acacia auratiflora
3548,3548,55562,55562,Acacia awestoniana,Stirling Range Wattle,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55562,0.419999963,0.007599999,Acacia awestoniana
3549,3549,55562,55562,Acacia awestoniana,Stirling Range Wattle,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55562,1.099999909,0.013599998,Acacia awestoniana
1885,1885,13563,13563,Acacia axillaris,"Midlands Mimosa, Midlands Wattle",Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,"3,373,250,039",0.01,TAS,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13563,22.55999756,1.002299805,Acacia axillaris
2045,2045,13563,13563,Acacia axillaris,"Midlands Mimosa, Midlands Wattle",Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,"3,373,250,039",0.01,TAS,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13563,4.779999455,0.174999966,Acacia axillaris
643,643,18662,18662,Acacia baueri subsp. aspera,NA,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,29011,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18662,8.339999445,0.157399978,Acacia baueri aspera
1545,1545,18662,18662,Acacia baueri subsp. aspera,NA,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,29011,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18662,3.099999776,0.049399993,Acacia baueri aspera
369,369,56297,56297,Acacia blayana,Blay's Wattle,Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56297,0.979999917,0.021599997,Acacia blayana
1324,1324,56297,56297,Acacia blayana,Blay's Wattle,Critically Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56297,2.879999768,0.080499988,Acacia blayana
3850,3850,55594,55594,Acacia brachypoda,Western Wheatbelt Wattle,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55594,1.399999899,0.006499999,Acacia brachypoda
3855,3855,55594,55594,Acacia brachypoda,Western Wheatbelt Wattle,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55594,0.839999942,0.010899998,Acacia brachypoda
3118,3118,8575,8575,Acacia bynoeana,"Bynoe's Wattle, Tiny Wattle",Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,33576,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8575,11.27999922,0.367199951,Acacia bynoeana
3119,3119,8575,8575,Acacia bynoeana,"Bynoe's Wattle, Tiny Wattle",Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,33576,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8575,34.23999765,2.423699668,Acacia bynoeana
1522,1522,21883,21883,Acacia caerulescens,"Limestone Blue Wattle, Buchan Blue, Buchan Blue Wattle",Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,VIC,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21883,2.279999812,0.037099994,Acacia caerulescens
1523,1523,21883,21883,Acacia caerulescens,"Limestone Blue Wattle, Buchan Blue, Buchan Blue Wattle",Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,VIC,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21883,5.479999551,0.066599989,Acacia caerulescens
1175,1175,66685,66685,Acacia carneorum,"Needle Wattle, Dead Finish, Purple-wood Wattle",Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,14446,0.01,NSW; SA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66685,19.17999857,4.899399347,Acacia carneorum
1176,1176,66685,66685,Acacia carneorum,"Needle Wattle, Dead Finish, Purple-wood Wattle",Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,14446,0.01,NSW; SA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66685,45.2199968,8.494398881,Acacia carneorum
479,479,65249,65249,Acacia chapmanii subsp. australis,NA,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65249,0.159999985,0.0007,Acacia chapmanii australis
3245,3245,23877,23877,Acacia cochlocarpa subsp. cochlocarpa,Spiral-fruited Wattle,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=23877,1.659999876,0.015299998,Acacia cochlocarpa cochlocarpa
3246,3246,23877,23877,Acacia cochlocarpa subsp. cochlocarpa,Spiral-fruited Wattle,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=23877,18.81999885,1.254699834,Acacia cochlocarpa cochlocarpa
1601,1601,65112,65112,Acacia cochlocarpa subsp. velutinosa,Velvety Spiral Pod Wattle,Critically Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,23862,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65112,29.09999801,1.208699839,Acacia cochlocarpa velutinosa
1712,1712,65112,65112,Acacia cochlocarpa subsp. velutinosa,Velvety Spiral Pod Wattle,Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,23862,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65112,7.699999437,0.247599967,Acacia cochlocarpa velutinosa
104,104,10798,10798,Acacia constablei,Narrabarba Wattle,Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10798,0.839999932,0.016099997,Acacia constablei
566,566,10798,10798,Acacia constablei,Narrabarba Wattle,Critically Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10798,1.639999857,0.030299995,Acacia constablei
1325,1325,56299,56299,Acacia courtii,"Three Brothers Wattle, Brother Wattle, Northern Brother Wattle",Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56299,0.859999945,0.014499998,Acacia courtii
1326,1326,56299,56299,Acacia courtii,"Three Brothers Wattle, Brother Wattle, Northern Brother Wattle",Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56299,0.439999971,0.006099999,Acacia courtii
248,248,10689,10689,Acacia cretacea,Chalky Wattle,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,SA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10689,0.219999984,0.0028,Acacia cretacea
134,134,10927,10927,Acacia crombiei,Pink Gidgee,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,30353,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10927,60.87999766,1.062399922,Acacia crombiei
135,135,10927,10927,Acacia crombiei,Pink Gidgee,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,30353,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10927,47.89999815,1.189499913,Acacia crombiei
4109,4109,3908,3908,Acacia curranii,Curly-bark Wattle,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,30365,0.01,QLD; NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3908,14.71999906,0.785299895,Acacia curranii
4110,4110,3908,3908,Acacia curranii,Curly-bark Wattle,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,30365,0.01,QLD; NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3908,20.05999878,0.913499883,Acacia curranii
363,363,55214,55214,Acacia dangarensis,NA,Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55214,0.159999986,0.0014,Acacia dangarensis
2543,2543,20600,20600,Acacia denticulosa,Sandpaper Wattle,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20600,1.359999904,0.017599998,Acacia denticulosa
1134,1134,5685,5685,Acacia depressa,Echidna Wattle,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,60991,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5685,0.539999959,0.007499999,Acacia depressa
1985,1985,12836,12836,Acacia deuteroneura,NA,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,30426,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12836,1.699999924,0.034799997,Acacia deuteroneura
1986,1986,12836,12836,Acacia deuteroneura,NA,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,30426,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12836,2.159999896,0.025199998,Acacia deuteroneura
3414,3414,17615,17615,Acacia enterocarpa,Jumping-jack Wattle,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,VIC; SA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17615,13.83999884,0.216099966,Acacia enterocarpa
3415,3415,17615,17615,Acacia enterocarpa,Jumping-jack Wattle,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,VIC; SA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17615,33.63999714,3.104899517,Acacia enterocarpa
1217,1217,87480,87195,Acacia equisetifolia,a shrub,Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,"792,258,162,587,195",0.01,NT,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87480,0.719999985,0.015999999,Acacia equisetifolia
3171,3171,9280,9280,Acacia eremophiloides,NA,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,30499,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9280,0.359999983,0.0033,Acacia eremophiloides
3172,3172,9280,9280,Acacia eremophiloides,NA,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,30499,0.01,QLD,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9280,0.459999981,0.0021,Acacia eremophiloides
2457,2457,3134,3134,Acacia flocktoniae,Flockton Wattle,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,32282,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3134,2.659999804,0.07359999,Acacia flocktoniae
2165,2165,17235,17235,Acacia forrestiana,Forest's Wattle,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17235,2.859999804,0.096299988,Acacia forrestiana
2520,2520,9848,9848,Acacia georgensis,Bega Wattle,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,30632,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9848,3.519999704,0.06309999,Acacia georgensis
2542,2542,9848,9848,Acacia georgensis,Bega Wattle,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,30632,0.01,NSW,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9848,5.559999506,0.044199993,Acacia georgensis
2883,2883,8838,8838,Acacia glandulicarpa,Hairy-pod Wattle,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Fabaceae,Fabales,Magnoliopsida,Magnoliophyta,Plantae,NA,0.01,VIC; SA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8838,15.77999852,1.152899819,Acacia glandulicarpa
